strain_id,seed_bank,strain_name_raw,awards_raw,breeder_name_raw,cbd_content_raw,cbd_max_raw,cbd_min_raw,cbd_range_raw,cbn_content_raw,climate_raw,description_raw,difficulty_raw,dominant_type_raw,effects_all_raw,flavors_all_raw,flowering_time_raw,flowering_type_raw,generation_raw,genetics_lineage_raw,height_indoor_raw,height_outdoor_raw,height_raw,indica_percentage_raw,is_hybrid_raw,s3_html_key_raw,sativa_percentage_raw,scraped_at_raw,seed_type_raw,source_url_raw,suitable_environments_raw,terpenes_raw,thc_average_raw,thc_content_raw,thc_max_raw,thc_min_raw,thc_range_raw,total_grow_time_raw,yield_indoor_raw,yield_outdoor_raw,flowering_time_days_clean,height_indoor_cm_clean,height_outdoor_cm_clean,yield_indoor_g_m2_clean,yield_outdoor_g_plant_clean,total_grow_time_days_clean,ruderalis_percentage_clean,filial_type_clean,breeding_status_clean,strain_name_normalized,aka_names_clean,strain_name_no_aka,similar_spelling_clean,is_autoflower_clean,autoflower_seed_to_harvest_days_min_clean,autoflower_seed_to_harvest_days_max_clean,strain_name_extracted
99f3bd32-f577-4cd7-b268-c5e12f7f0e4c,mephisto_genetics,Zo Raven,,,,,,,,,"Lemon, strawberries, cream, candy and chemicals. A taste sensation in the waiting. Expect a squatter plant with beautiful fades and colours across the spectrum as she comes to the end of flower.",,,,,,,F1,Skip to content,,,,,FALSE,html/36d978990916a846.html,,2026-01-12T17:19:09.653446,,https://mephistogenetics.com/products/zo-raven,,,,,,,,,,,,,,,,,,F1,,zo raven,,Zo Raven,zoraven,FALSE,,,Zo Raven
a3df6a17-75b6-4256-9cd6-34cbae4d0652,mephisto_genetics,Zinfandel,,,,,,,,,Introducing our third drop of our new format Limited Editions! Walter White Bx1 isnÃ¢ÂÂt our first backcross; with our Artisanals line we put in the work and take things to a level that not many others do. As with our Livers BX1 project which took 12 generations of breeding to get to the point of release; our Walter White,,,,,,,BX1,Skip to content,,,,,FALSE,html/a633ec7212e946d1.html,,2026-01-12T17:19:10.051510,,https://mephistogenetics.com/products/zinfandel,,,,,,,,,,,,,,,,,,BX1,,zinfandel,,Zinfandel,zinfandel,FALSE,,,Zinfandel
b1f0a593-0edd-4b6a-8adb-af93bcd35b96,mephisto_genetics,Willy's Gum,,,,,,,,,"Willy's Gum Old School Mango Haze x HubbaBubbaHaze15/85 Bubblegum, mango and that classic haze goodness. Sweet on the nose and the inhale, sheÃ¢ÂÂs more complex than the name might give her credit for. Expect a bigger girl that might take some taming, but the work will be more than worth it in the end.",,,,,,,F1,Skip to content,,,,,FALSE,html/3c6e5f064ddc8f37.html,,2026-01-12T17:19:10.444126,,https://mephistogenetics.com/products/willys-gum,,,,,,,,,,,,,,,,,,F1,,willy's gum,,Willy's Gum,willysgum,FALSE,,,Willys Gum
9f035198-4bf9-4435-b3c7-0c9919bbbb0b,mephisto_genetics,White Wedding,,,,,,,,,"Originally only available as a special freebie strain as part of our third new format Limited Editions, White Wedding is, for the first time, available for purchase! Walter White Bx1 isnÃ¢ÂÂt our first backcross; with our Artisanals line we put in the work and take things to a level that not many others do. As with our Li",,,,gas,,,BX1,Skip to content,,,,,FALSE,html/099d70304a99577c.html,,2026-01-12T17:19:10.756034,,https://mephistogenetics.com/products/white-wedding,,,,,,,,,,,,,,,,,,BX1,,white wedding,,White Wedding,whitewedding,FALSE,,,White Wedding
7862fd2f-7247-40e4-b087-767341ee6fb7,mephisto_genetics,White Raven,,,,,,,,,Introducing our third drop of our new format Limited Editions! Walter White Bx1 isnÃ¢ÂÂt our first backcross; with our Artisanals line we put in the work and take things to a level that not many others do. As with our Livers BX1 project which took 12 generations of breeding to get to the point of release; our Walter White,,,,diesel,,,BX1,Skip to content,,,,,FALSE,html/f54f9eadaaeb9d4b.html,,2026-01-12T17:19:11.099988,,https://mephistogenetics.com/products/white-raven,,,,,,,,,,,,,,,,,,BX1,,white raven,,White Raven,whiteraven,FALSE,,,White Raven
4e6ae30e-5466-49d6-96ab-e538f4215c3c,mephisto_genetics,ILL#61 - White Creme,,,,,,,,,Brand new for 2022Illuminauto #61 - White CremeWalter White x Creme de la Chem,,,,,,,F1,Skip to content,,,,,FALSE,html/ef83072586716c0b.html,,2026-01-12T17:19:11.457653,,https://mephistogenetics.com/products/illuminauto-61-white-creme,,,,,,,,,,,,,,,,,,F1,,ill#61 - white creme,,ILL#61 - White Creme,ill61whitecreme,TRUE,,,Illuminauto 61 White Creme
e63ae5c6-2665-4388-9e8d-1f17edf6eba2,mephisto_genetics,White Crack,,,,,,,,,"White Crack was initially just given out as a freebie for European orders during 2016-2017, she recieved such good feedback she was added as a Worldwide Limited Edition in 2018 and now she's back again, this time with our first wave Reserva release!",,,,,,,F3,Skip to content,,,,,FALSE,html/8374db4345ac12a8.html,,2026-01-12T17:19:11.777584,,https://mephistogenetics.com/products/white-crack,,,,27,27,27,,,,,,,,,,,,F3,,white crack,,White Crack,whitecrack,FALSE,,,White Crack
f33a38f6-d03f-4db2-9c48-6a44a3b44756,mephisto_genetics,ILL#71 - Wedding Train,,,,,,,,,"All Illuminauto strains are untested, aside from our usual germination and general quality control tests. These seeds are listed more cheaply than our usual catalogue items, as we use these lines as a testbed to find the best fire to add to our catalogue for longer-term use.Released as part of our June 2023 Illuminauto",,,,,,,F1,Skip to content,,,,,FALSE,html/a0ff5012d46e4b2a.html,,2026-01-12T17:19:12.215469,,https://mephistogenetics.com/products/illuminauto-71-wedding-train,,,,,,,,,,,,,,,,,,F1,,ill#71 - wedding train,,ILL#71 - Wedding Train,ill71weddingtrain,TRUE,,,Illuminauto 71 Wedding Train
908bcefe-f9f9-4a36-8ffd-7fa4ae54a097,mephisto_genetics,Wedding Doves,,,,,,,,,"Wedding Doves Mephisto's Wedding x Ravenberry Mephisto's Wedding and Ravenberry's union results in Wedding Doves. This strain is like a matrimonial celebration, bursting with love, sweet berry flavours, and a hint of festive spice.",,,,,,,F1,Skip to content,,,,,FALSE,html/f762d76549ea6f85.html,,2026-01-12T17:19:12.560117,,https://mephistogenetics.com/products/wedding-doves,,,,,,,,,,,,,,,,,,F1,,wedding doves,,Wedding Doves,weddingdoves,FALSE,,,Wedding Doves
8b0bcefd-e8d7-4ab2-8f59-c062f6ea6493,mephisto_genetics,Mephisto's Wedding,,,,,,,,,"You are cordially invited to witness the union of our beautiful farm friends Marley and Pepper! Our first strain to be bred outside of our little farmstead in EspaÃÂ±a, and instead in our new home in the US by Nico in NorCal. Using Seed JunkyÃ¢ÂÂs legendary Wedding Cake cut crossed to Double Grape to make our F1 selections ",,,,"diesel, gas",,,F3,Skip to content,,,,,FALSE,html/e482b76094ceae7d.html,,2026-01-12T17:19:12.887471,,https://mephistogenetics.com/products/mephistos-wedding,,,,,,,,,,,,,,,,,,F3,,mephisto's wedding,,Mephisto's Wedding,mephistoswedding,FALSE,,,Mephistos Wedding
